pnr_id,trip_id,primary_customer_id,origin,destination,itinerary_flight_keys,intl_flag,group_size,elite_status_level,fare_class_bucket,rebook_flexibility_index,loyalty_value_index,estimated_voucher_cost_usd,pnr_misconnect_prob,pnr_reaccom_complexity_score
PNRADEF845D,TRIP_ED720635,CUST271305,DFW,SEA,"['DL8877_20260219_096', 'DL6880_20260219_025']",False,1,,E,0.31,0.27,477.73,0.43,0.44
PNRF05EDB50,TRIP_BCFC0E7F,CUST239960,MSP,ATL,"['DL9277_20260219_134', 'DL7836_20260219_094']",False,2,GOLD,K,0.56,0.24,0,0.13,0.73
PNR345340F3,TRIP_905A6B7B,CUST110444,MSP,MCO,"['DL7412_20260219_008', 'DL5888_20260219_028']",False,1,,H,0.36,0.17,0,0.14,0.3
PNR8809E256,TRIP_0B3CF7F6,CUST921363,JFK,SLC,['DL1062_20260219_017'],False,2,,R,0.52,0.38,0,0.0,0.05
PNRDFF3BAA7,TRIP_2150BACB,CUST887379,JFK,AMS,['DL6213_20260219_036'],True,3,SILVER,E,0.77,0.32,0,0.0,0.24
PNRAD3ED7EF,TRIP_BAA797F7,CUST870405,SEA,MSP,"['DL8443_20260219_114', 'DL9631_20260219_054']",False,1,PLATINUM,K,0.61,0.79,426.43,0.41,0.24
PNRC98E4277,TRIP_C6BB39A4,CUST938394,DTW,FRA,"['DL6180_20260219_078', 'DL4572_20260219_049']",True,1,,G,0.61,0.32,0,0.08,0.9
PNR35E183EF,TRIP_25936147,CUST794070,ATL,SLC,['DL3565_20260219_023'],False,1,,K,0.76,0.19,0,0.0,0.27
PNRA64006ED,TRIP_5D4AFC87,CUST206525,LAX,FRA,"['DL2205_20260219_126', 'DL4572_20260219_147']",True,3,SILVER,G,0.78,0.53,1063.27,0.34,0.5
PNR04FE7F61,TRIP_B0B75E90,CUST376519,LAX,FRA,['DL6839_20260219_105'],True,1,GOLD,K,0.24,0.42,0,0.0,0.19
PNR6010F63F,TRIP_8667C01B,CUST455968,LAX,MCO,['DL5888_20260219_112'],False,1,SILVER,Q,0.55,0.94,0,0.0,0.09
PNR9CF5A90B,TRIP_22538F93,CUST395433,JFK,CDG,"['DL7983_20260219_016', 'DL1275_20260219_123']",True,3,,N,0.7,0.37,1169.65,0.35,0.22
PNRE2E7D285,TRIP_6A90EAFF,CUST933019,DFW,ATL,['DL9431_20260219_048'],False,1,GOLD,M,0.33,0.22,0,0.0,0.07
PNR2F14AF98,TRIP_8C33F2F4,CUST878826,BOS,DTW,"['DL9947_20260219_139', 'DL6858_20260219_104']",False,1,SILVER,R,0.63,0.7,456.34,0.37,0.82
PNRF0351365,TRIP_15DAFDA3,CUST936698,DFW,DTW,['DL8877_20260219_012'],False,3,,B,0.64,0.17,0,0.0,0.09
PNR7FE2E0A0,TRIP_8D2B99BF,CUST281050,DTW,LHR,"['DL3544_20260219_073', 'DL4768_20260219_137']",True,1,,H,0.32,0.37,478.14,0.25,0.7
PNR1C2A67EE,TRIP_9C26B2DB,CUST218475,BOS,SEA,"['DL9947_20260219_139', 'DL1995_20260219_075']",False,1,,X,0.46,0.21,0,0.11,0.36
PNR6B188DCD,TRIP_E194E098,CUST875985,ATL,DFW,['DL8515_20260219_097'],False,3,,L,0.72,0.31,0,0.0,0.25
PNRDBE54734,TRIP_DF84F681,CUST981451,SLC,AMS,"['DL1900_20260219_087', 'DL2266_20260219_052']",True,1,PLATINUM,Y,0.56,0.56,0,0.17,0.56
PNREAF3AF25,TRIP_9E9250EF,CUST495861,DTW,DFW,"['DL6180_20260219_078', 'DL8515_20260219_097']",False,1,,E,0.74,0.31,128.55,0.3,0.71
PNR02DF4B6F,TRIP_DB44ACCA,CUST765490,MSP,AMS,"['DL9277_20260219_134', 'DL6213_20260219_120']",True,1,SILVER,K,0.66,0.24,451.06,0.21,0.69
PNR0538E137,TRIP_6DBC7F52,CUST434397,LAX,SEA,['DL8822_20260219_068'],False,1,PLATINUM,S,0.76,0.24,0,0.0,0.14
PNRAE6192D8,TRIP_FE7A8495,CUST248646,JFK,DTW,['DL6858_20260219_020'],False,4,,M,0.77,0.14,0,0.0,0.21
PNR0F9F7E00,TRIP_AFBD4205,CUST438249,JFK,LHR,['DL6187_20260219_040'],True,1,,M,0.85,0.39,0,0.0,0.24
PNRFB4C2B8D,TRIP_3E14171E,CUST356233,MSP,JFK,"['DL5568_20260219_046', 'DL4337_20260219_142']",False,1,SILVER,N,0.52,0.75,0,0.14,0.22
PNR2264D21F,TRIP_3B227B37,CUST552423,JFK,SEA,['DL1995_20260219_075'],False,2,DIAMOND,B,0.46,0.4,0,0.0,0.11
PNR00FCC3D1,TRIP_F07F05A6,CUST333869,SEA,DTW,['DL2548_20260219_141'],False,1,,H,0.66,0.33,0,0.0,0.06
PNR702AF16E,TRIP_E260A680,CUST198944,ATL,JFK,"['DL4076_20260219_067', 'DL7313_20260219_033']",False,1,SILVER,K,0.86,0.26,130.51,0.39,0.7
PNRA09D6BEA,TRIP_D81A0973,CUST669838,LAX,MCO,['DL5888_20260219_028'],False,2,,R,0.49,0.25,0,0.0,0.15
PNR03633949,TRIP_3DB5658B,CUST374877,ATL,LAX,['DL6547_20260219_026'],False,3,,V,0.59,0.12,0,0.0,0.13
PNRCBE07150,TRIP_49091765,CUST563726,MCO,JFK,['DL3693_20260219_000'],False,1,,S,0.65,0.24,0,0.0,0.26
PNR492E893F,TRIP_3421DF67,CUST885314,JFK,CDG,['DL8037_20260219_099'],True,2,,N,0.42,0.32,0,0.0,0.2
PNR95E5E091,TRIP_7880E9E1,CUST849584,BOS,JFK,['DL9947_20260219_055'],False,1,,Q,0.85,0.34,0,0.0,0.09
PNRAF3B529A,TRIP_7BB1A5FB,CUST657734,MSP,LHR,"['DL7412_20260219_008', 'DL4768_20260219_053']",True,2,,K,0.35,0.39,425.12,0.29,0.49
PNR9EA31C31,TRIP_291B669C,CUST194421,DTW,SLC,['DL5625_20260219_145'],False,3,SILVER,H,0.53,0.65,0,0.0,0.09
PNR48190AA1,TRIP_19E1016D,CUST638640,SLC,ATL,['DL4098_20260219_071'],False,2,,K,0.69,0.13,0,0.0,0.19
PNRACE1F90F,TRIP_28FEE674,CUST165418,MSP,LHR,"['DL5568_20260219_130', 'DL9406_20260219_090']",True,1,SILVER,K,0.2,0.94,399.2,0.33,0.53
PNR185AED22,TRIP_CDB3FFF4,CUST288177,DTW,SEA,"['DL7313_20260219_117', 'DL1995_20260219_075']",False,4,,B,0.39,0.37,0,0.18,0.82
PNR39FD0110,TRIP_0F9D6E1D,CUST538231,MCO,JFK,['DL3693_20260219_000'],False,4,,K,0.79,0.28,0,0.0,0.21
PNR0B5367AB,TRIP_C3574A63,CUST271981,JFK,CDG,['DL8037_20260219_015'],True,1,,R,0.78,0.33,0,0.0,0.28
PNR8481EE36,TRIP_E25039CC,CUST625967,SLC,DTW,['DL3854_20260219_045'],False,3,DIAMOND,L,0.63,0.45,0,0.0,0.25
PNR3139241B,TRIP_CB060EE0,CUST630221,ATL,MSP,['DL9631_20260219_054'],False,3,,M,0.44,0.13,0,0.0,0.21
PNR63E69DC2,TRIP_6F603C98,CUST555138,MCO,ATL,['DL6962_20260219_103'],False,1,,U,0.59,0.39,0,0.0,0.08
PNR31AC5D65,TRIP_E09BE79A,CUST310894,DFW,ATL,['DL9431_20260219_048'],False,1,,K,0.83,0.32,0,0.0,0.09
PNRCB87A269,TRIP_18757B94,CUST583484,MSP,ATL,['DL5568_20260219_130'],False,2,,K,0.72,0.32,0,0.0,0.07
PNR82A1760F,TRIP_B0B10AF8,CUST504375,JFK,FRA,['DL5757_20260219_005'],True,1,PLATINUM,S,0.27,0.14,0,0.0,0.24
PNRFB5CEE45,TRIP_C6CF79C1,CUST997896,DFW,LAX,['DL6724_20260219_148'],False,1,SILVER,H,0.66,0.34,0,0.0,0.24
PNRCE560719,TRIP_01994EE0,CUST583020,LAX,DFW,['DL7578_20260219_119'],False,2,DIAMOND,H,0.84,0.73,0,0.0,0.14
PNRC805AD78,TRIP_991041B8,CUST466942,DFW,LAX,['DL6724_20260219_148'],False,3,SILVER,X,0.66,0.26,0,0.0,0.22
PNRE2D2DBAF,TRIP_5C9E132C,CUST659799,LAX,SLC,['DL2400_20260219_038'],False,2,,N,0.47,0.15,0,0.0,0.27
PNRBE26681A,TRIP_0FCF91C4,CUST746701,SEA,JFK,['DL5950_20260219_024'],False,1,,X,0.56,0.27,0,0.0,0.29
PNRA78F62CA,TRIP_5D02178A,CUST874031,ATL,SLC,"['DL4076_20260219_067', 'DL5625_20260219_145']",False,1,,Y,0.41,0.14,444.66,0.36,0.12
PNR322B3FF4,TRIP_EE955464,CUST559142,SEA,SLC,"['DL2548_20260219_141', 'DL5625_20260219_061']",False,3,,X,0.6,0.22,0,0.08,0.12
PNRDC533510,TRIP_25058D9C,CUST991927,BOS,ATL,"['DL9947_20260219_139', 'DL7836_20260219_094']",False,2,,E,0.6,0.22,260.21,0.32,0.51
PNREF949B42,TRIP_4000B5F6,CUST354313,SLC,DTW,['DL3854_20260219_129'],False,3,,G,0.4,0.24,0,0.0,0.29
PNRC2668678,TRIP_E8AD3C8C,CUST712661,BOS,SLC,"['DL2546_20260219_121', 'DL5625_20260219_145']",False,2,,N,0.57,0.18,0,0.17,0.35
PNR74CE0DA5,TRIP_6CEDEFCE,CUST110394,LAX,ATL,['DL2205_20260219_042'],False,2,,N,0.43,0.15,0,0.0,0.26
PNR677460E7,TRIP_25F8EBF8,CUST515978,JFK,BOS,['DL2106_20260219_041'],False,1,DIAMOND,B,0.48,0.6,0,0.0,0.28
PNR0DA3D671,TRIP_E784101A,CUST100571,BOS,MSP,"['DL9947_20260219_055', 'DL3904_20260219_088']",False,2,,H,0.59,0.26,644.44,0.36,0.8
PNRAEFEB561,TRIP_727E485B,CUST748915,MCO,JFK,['DL3693_20260219_084'],False,1,SILVER,U,0.62,0.53,0,0.0,0.26
PNR64E6709D,TRIP_779894E1,CUST115276,JFK,FRA,['DL5757_20260219_027'],True,2,,U,0.3,0.39,0,0.0,0.25
PNR38450043,TRIP_95C6B747,CUST855188,DFW,DTW,['DL8877_20260219_012'],False,1,,E,0.47,0.3,0,0.0,0.08
PNR7A00A98E,TRIP_701970A4,CUST506221,LAX,BOS,['DL2656_20260219_091'],False,2,,E,0.4,0.27,0,0.0,0.24
PNRAE8AE72E,TRIP_AFBDA962,CUST697145,DFW,MCO,"['DL9431_20260219_132', 'DL4870_20260219_127']",False,2,PLATINUM,X,0.24,0.79,931.18,0.22,0.83
PNRC3B06DD0,TRIP_7C7E6049,CUST132747,ATL,AMS,['DL5754_20260219_135'],True,1,,B,0.28,0.33,0,0.0,0.16
PNRC192E809,TRIP_936C89E5,CUST417735,SEA,LAX,['DL4383_20260219_031'],False,1,,X,0.86,0.18,0,0.0,0.2
PNR04CACB3E,TRIP_9959C56B,CUST685761,JFK,LAX,['DL7983_20260219_100'],False,1,SILVER,R,0.83,0.46,0,0.0,0.28
PNR48BB0B9E,TRIP_A43C5FDE,CUST439326,DFW,DTW,['DL8877_20260219_096'],False,1,GOLD,H,0.84,0.65,0,0.0,0.16
PNR73786264,TRIP_3F0749DB,CUST996646,JFK,AMS,['DL6213_20260219_080'],True,4,GOLD,K,0.33,0.65,0,0.0,0.13
PNRBF93A8A2,TRIP_4CDD5923,CUST507683,SLC,DTW,"['DL1900_20260219_087', 'DL3294_20260219_079']",False,3,,X,0.41,0.19,1242.56,0.24,0.4
PNREEEA8C9D,TRIP_1FB96EEE,CUST427721,MSP,SEA,"['DL5568_20260219_130', 'DL5317_20260219_077']",False,1,GOLD,U,0.2,0.85,487.78,0.26,0.33
PNR6AB12F79,TRIP_5EA3A718,CUST103485,BOS,JFK,['DL9947_20260219_055'],False,1,SILVER,B,0.72,0.45,0,0.0,0.21
PNR04092220,TRIP_A8B99E20,CUST916631,JFK,SLC,['DL1062_20260219_017'],False,4,GOLD,U,0.65,0.67,0,0.0,0.17
PNR2998ED3C,TRIP_5149F687,CUST846969,DTW,LHR,"['DL6180_20260219_078', 'DL9406_20260219_131']",True,2,SILVER,E,0.67,0.6,336.78,0.27,0.57
PNR8327C685,TRIP_70AF7835,CUST626759,SEA,AMS,"['DL5950_20260219_108', 'DL6213_20260219_036']",True,2,,N,0.43,0.21,0,0.1,0.17
PNR44117ABF,TRIP_D6EA578F,CUST423500,ATL,DFW,['DL8515_20260219_013'],False,2,SILVER,E,0.62,0.33,0,0.0,0.16
PNR3EA46857,TRIP_1D5E603C,CUST412017,LAX,LHR,['DL4768_20260219_093'],True,2,,Q,0.51,0.26,0,0.0,0.24
PNR71B6C48B,TRIP_CEDAC83F,CUST473719,LAX,MCO,['DL5888_20260219_028'],False,3,GOLD,H,0.61,0.73,0,0.0,0.29
PNR9876226E,TRIP_63DB47B5,CUST138427,ATL,CDG,['DL4119_20260219_066'],True,1,PLATINUM,L,0.43,0.54,0,0.0,0.18
PNRDF4C281A,TRIP_45F037A7,CUST821819,ATL,AMS,['DL5754_20260219_135'],True,1,,M,0.34,0.35,0,0.0,0.18
PNR3C3EE08A,TRIP_097B0013,CUST630608,MSP,ATL,['DL5568_20260219_046'],False,1,,S,0.57,0.15,0,0.0,0.28
PNR24D9F8D5,TRIP_AB88D5C6,CUST555915,BOS,CDG,"['DL9947_20260219_055', 'DL8037_20260219_098']",True,2,,X,0.33,0.31,450.77,0.38,0.2
PNR598535A4,TRIP_F9AAEED8,CUST864347,JFK,DTW,['DL6858_20260219_104'],False,1,SILVER,V,0.36,0.83,0,0.0,0.25
PNR3CE04FDB,TRIP_FE1975A8,CUST500048,DFW,MCO,"['DL7334_20260219_032', 'DL8521_20260219_062']",False,1,,X,0.55,0.32,0,0.16,0.45
PNRB7CBF781,TRIP_035AC118,CUST335388,DFW,MSP,"['DL9431_20260219_048', 'DL9631_20260219_138']",False,3,,M,0.35,0.22,1005.19,0.44,0.56
PNRA374BD50,TRIP_75413CC0,CUST739202,ATL,LAX,['DL6547_20260219_110'],False,1,PLATINUM,B,0.61,0.63,0,0.0,0.06
PNRD1300B3B,TRIP_8BD47BED,CUST705489,LAX,AMS,['DL2266_20260219_136'],True,2,,U,0.21,0.37,0,0.0,0.26
PNR87072A1C,TRIP_0844DACB,CUST795804,SLC,LAX,['DL1900_20260219_087'],False,1,SILVER,R,0.57,0.91,0,0.0,0.09
PNR173CDA9C,TRIP_27B21305,CUST559318,LAX,SEA,"['DL3294_20260219_079', 'DL6880_20260219_025']",False,2,PLATINUM,G,0.32,0.92,496.75,0.28,0.72
PNR3FA9E444,TRIP_7BB9B731,CUST983516,JFK,MCO,['DL8521_20260219_146'],False,1,,H,0.61,0.15,0,0.0,0.07
PNRE3F7B5F2,TRIP_211C6ADD,CUST959834,LAX,CDG,['DL1275_20260219_118'],True,2,SILVER,M,0.3,0.58,0,0.0,0.1
PNRE67D13FD,TRIP_E3F31C1F,CUST887074,SEA,LAX,['DL4383_20260219_115'],False,4,,V,0.61,0.19,0,0.0,0.29
PNR774191B2,TRIP_B95248D0,CUST546120,DTW,SEA,['DL6880_20260219_025'],False,3,GOLD,L,0.55,0.89,0,0.0,0.18
PNRCBACE4CF,TRIP_06504B02,CUST627200,DFW,CDG,"['DL7334_20260219_032', 'DL8037_20260219_015']",True,1,,Y,0.44,0.23,0,0.13,0.53
PNR67342152,TRIP_45472DFD,CUST974818,ATL,FRA,['DL4572_20260219_147'],True,1,DIAMOND,S,0.58,0.35,0,0.0,0.28
PNRDAB2662B,TRIP_8E23F539,CUST973877,JFK,FRA,['DL5757_20260219_005'],True,2,SILVER,K,0.27,0.52,0,0.0,0.06
PNRC10FC3B5,TRIP_83B66786,CUST969331,SLC,MCO,"['DL3854_20260219_129', 'DL3225_20260219_102']",False,2,,E,0.66,0.32,0,0.09,0.53
PNR465677DF,TRIP_97880895,CUST232683,SLC,LAX,['DL1900_20260219_003'],False,3,SILVER,L,0.67,0.12,0,0.0,0.24
PNR16ADA671,TRIP_69A0EE33,CUST597350,SLC,MSP,"['DL4098_20260219_071', 'DL9631_20260219_138']",False,1,,Q,0.42,0.29,226.06,0.39,0.2
PNR8EEDC617,TRIP_A623FB4F,CUST966492,JFK,ATL,['DL7836_20260219_010'],False,2,SILVER,V,0.57,0.19,0,0.0,0.18
PNR879A18F5,TRIP_DFF6773E,CUST316619,MCO,SEA,"['DL3693_20260219_084', 'DL1995_20260219_075']",False,1,,L,0.48,0.37,473.07,0.34,0.74
PNR2821C1AB,TRIP_4E86BDEB,CUST182696,LAX,AMS,['DL2266_20260219_052'],True,1,,G,0.35,0.2,0,0.0,0.23
PNRD8475C9B,TRIP_DBA2D635,CUST838527,JFK,MCO,['DL8521_20260219_062'],False,1,,B,0.2,0.2,0,0.0,0.13
PNRBD57860F,TRIP_0019D590,CUST572239,ATL,LAX,['DL6547_20260219_110'],False,1,SILVER,X,0.67,0.18,0,0.0,0.13
PNRAA6407FC,TRIP_F35773E6,CUST221309,SEA,MSP,"['DL4383_20260219_115', 'DL1761_20260219_065']",False,2,,E,0.27,0.19,0,0.19,0.41
PNRB19C2F54,TRIP_DB891359,CUST594442,JFK,ATL,['DL7836_20260219_010'],False,2,GOLD,U,0.54,0.51,0,0.0,0.26
PNR63BB08E7,TRIP_03BDA81A,CUST104913,ATL,SLC,['DL3565_20260219_107'],False,6,SILVER,R,0.44,0.32,0,0.0,0.09
PNR41CF6E64,TRIP_E95F60CA,CUST209935,DTW,LHR,"['DL3544_20260219_073', 'DL4768_20260219_053']",True,1,SILVER,R,0.64,0.73,0,0.08,0.87
PNRE9915ED3,TRIP_9CEDAF55,CUST378502,LAX,MSP,"['DL6709_20260219_060', 'DL3904_20260219_088']",False,2,GOLD,X,0.23,0.44,299.55,0.21,0.25
PNR80CE23AE,TRIP_27CF56E1,CUST376885,MCO,JFK,['DL3693_20260219_000'],False,1,DIAMOND,Y,0.3,0.48,0,0.0,0.16
PNRAE92133E,TRIP_34602B66,CUST809290,MSP,ATL,['DL5568_20260219_130'],False,4,,T,0.39,0.13,0,0.0,0.24
PNR2317D353,TRIP_BF2EDFDF,CUST521665,DFW,SLC,"['DL8877_20260219_096', 'DL5625_20260219_061']",False,4,,B,0.38,0.33,1867.91,0.22,0.79
PNR5C922B9E,TRIP_9000F903,CUST743475,MCO,JFK,['DL3693_20260219_000'],False,2,,T,0.56,0.33,0,0.0,0.27
PNR520A456D,TRIP_AACCD564,CUST663753,JFK,FRA,['DL5757_20260219_089'],True,1,SILVER,V,0.72,0.51,0,0.0,0.26
PNRE74D367C,TRIP_24E5F609,CUST894358,DTW,MSP,"['DL6180_20260219_078', 'DL9631_20260219_054']",False,1,DIAMOND,H,0.47,0.85,208.4,0.37,0.68
PNR99AADF62,TRIP_7C790454,CUST631897,ATL,AMS,['DL5754_20260219_051'],True,1,,M,0.55,0.26,0,0.0,0.16
PNRC145E23E,TRIP_B836167B,CUST397758,ATL,LHR,['DL9406_20260219_131'],True,1,,N,0.73,0.23,0,0.0,0.26
PNR7C9704C4,TRIP_2DB6F44E,CUST966023,SLC,AMS,"['DL1900_20260219_003', 'DL2266_20260219_002']",True,2,,E,0.65,0.23,0,0.13,0.12
PNR422FB767,TRIP_6A8C0068,CUST141438,JFK,SLC,['DL1062_20260219_101'],False,1,,K,0.85,0.12,0,0.0,0.26
PNRDAE9BC1C,TRIP_22AAA83F,CUST572079,DTW,BOS,['DL7282_20260219_059'],False,4,SILVER,E,0.52,0.11,0,0.0,0.24
PNREB764509,TRIP_41F15450,CUST325539,JFK,SLC,"['DL6858_20260219_020', 'DL5625_20260219_145']",False,2,GOLD,T,0.31,0.43,0,0.09,0.72
PNR6BF0964E,TRIP_1804FCBC,CUST203589,MCO,ATL,['DL6962_20260219_019'],False,1,,X,0.87,0.38,0,0.0,0.09
PNRD3D1EBB8,TRIP_1BB292C3,CUST258359,LAX,BOS,['DL2656_20260219_007'],False,2,SILVER,S,0.72,0.98,0,0.0,0.27
PNRB0916D1D,TRIP_C58C83A5,CUST982882,LAX,AMS,['DL2266_20260219_052'],True,1,,S,0.41,0.14,0,0.0,0.12
PNRF05F963E,TRIP_5DEDC6B8,CUST420317,DFW,LHR,"['DL6724_20260219_064', 'DL4768_20260219_053']",True,1,,B,0.47,0.23,0,0.06,0.65
PNRADB5A90D,TRIP_972D07D8,CUST258803,SEA,SEA,"['DL2548_20260219_141', 'DL6880_20260219_025']",False,1,,K,0.75,0.11,0,0.07,0.37
PNRE0119AA0,TRIP_EA2A88C7,CUST173482,JFK,LAX,['DL7983_20260219_100'],False,4,,Q,0.6,0.16,0,0.0,0.29
PNR8D143161,TRIP_A5E6A088,CUST131483,LAX,AMS,['DL2266_20260219_002'],True,1,,V,0.24,0.25,0,0.0,0.08
PNRB30018A0,TRIP_64F85E7A,CUST326689,LAX,JFK,['DL6709_20260219_144'],False,5,,G,0.63,0.13,0,0.0,0.24
PNRC6B3CF67,TRIP_64572BCA,CUST879348,MSP,BOS,"['DL9277_20260219_134', 'DL2106_20260219_041']",False,1,,N,0.56,0.37,362.03,0.28,0.5
PNR44EE0833,TRIP_34D0232A,CUST930836,JFK,FRA,"['DL7836_20260219_010', 'DL4572_20260219_063']",True,1,PLATINUM,T,0.28,0.55,327.79,0.35,0.54
PNR1E7A60FC,TRIP_6B8502FA,CUST421276,JFK,SLC,['DL1062_20260219_017'],False,1,,T,0.37,0.12,0,0.0,0.29
PNR89497636,TRIP_19E18B69,CUST292588,ATL,SEA,['DL5317_20260219_077'],False,1,GOLD,Q,0.45,0.18,0,0.0,0.15
PNR85C6950F,TRIP_D8F738E9,CUST248809,ATL,MSP,['DL9631_20260219_054'],False,4,,M,0.87,0.37,0,0.0,0.22
PNR64530803,TRIP_C1EF1C45,CUST494083,DTW,CDG,"['DL6180_20260219_078', 'DL4119_20260219_066']",True,2,,S,0.63,0.16,346.11,0.4,0.61
PNR94E780EE,TRIP_FC6B00AB,CUST731953,SEA,AMS,"['DL4383_20260219_031', 'DL2266_20260219_052']",True,4,,M,0.77,0.32,438.57,0.31,0.88
PNR41A6B7F9,TRIP_6F39F1A6,CUST210906,SEA,LHR,"['DL5950_20260219_108', 'DL6187_20260219_095']",True,2,,N,0.27,0.3,0,0.06,0.36
PNRB9D6F448,TRIP_48D99C16,CUST666747,DFW,LAX,['DL6724_20260219_148'],False,4,,R,0.82,0.4,0,0.0,0.23
PNRE6EA1CEA,TRIP_F901A35B,CUST929595,LAX,LHR,['DL4768_20260219_137'],True,4,,R,0.82,0.39,0,0.0,0.22
PNRE58335B6,TRIP_BA8301B6,CUST427115,ATL,DFW,['DL8515_20260219_097'],False,6,PLATINUM,T,0.52,0.12,0,0.0,0.24
PNR66FC27F7,TRIP_75E9CA0B,CUST699667,ATL,JFK,['DL4337_20260219_142'],False,5,DIAMOND,H,0.22,0.36,0,0.0,0.26
PNR1415F142,TRIP_3CAF7485,CUST865840,MSP,CDG,"['DL5568_20260219_130', 'DL4119_20260219_066']",True,1,,L,0.64,0.35,414.17,0.21,0.88
PNRD9753304,TRIP_3BE71B30,CUST222964,DTW,MCO,"['DL6180_20260219_078', 'DL4870_20260219_127']",False,1,,B,0.36,0.39,264.09,0.25,0.32
PNR5628D5F1,TRIP_F697F11C,CUST878613,SLC,AMS,"['DL1900_20260219_003', 'DL2266_20260219_002']",True,1,,S,0.3,0.1,461.06,0.32,0.1
PNR8F8E875E,TRIP_841B7748,CUST405859,DFW,AMS,"['DL6724_20260219_064', 'DL2266_20260219_002']",True,1,,N,0.72,0.4,0,0.15,0.46
PNRFC9C4C48,TRIP_D0BB13E4,CUST227211,LAX,FRA,['DL6839_20260219_001'],True,1,,M,0.38,0.22,0,0.0,0.05
PNR7073822A,TRIP_7F061D48,CUST960251,ATL,SLC,['DL3565_20260219_023'],False,1,GOLD,Q,0.36,0.72,0,0.0,0.1
PNR2F3355E9,TRIP_F3D5549D,CUST875959,DFW,LAX,['DL6724_20260219_148'],False,2,PLATINUM,G,0.7,0.14,0,0.0,0.05
PNR32C6E74E,TRIP_02AB9472,CUST996081,LAX,AMS,['DL2266_20260219_086'],True,1,DIAMOND,M,0.81,0.59,0,0.0,0.17
PNRBBA3DFEA,TRIP_99BA2ED2,CUST817537,JFK,ATL,['DL7836_20260219_010'],False,1,PLATINUM,T,0.35,0.49,0,0.0,0.27
PNR29B8736A,TRIP_5E79503D,CUST648815,JFK,MCO,['DL8521_20260219_062'],False,5,,H,0.82,0.2,0,0.0,0.22
PNRA1589C74,TRIP_A59A1E91,CUST896109,JFK,ATL,['DL7836_20260219_094'],False,2,,Q,0.6,0.34,0,0.0,0.09
PNRB1E33A6A,TRIP_1CE52B4E,CUST899685,MSP,SLC,"['DL4203_20260219_074', 'DL5625_20260219_145']",False,3,,E,0.37,0.22,0,0.13,0.12
PNRCC4F7A72,TRIP_0D9E2E82,CUST255472,DTW,JFK,"['DL3544_20260219_073', 'DL6709_20260219_060']",False,2,SILVER,N,0.7,0.19,640.43,0.22,0.31
PNR302B59C9,TRIP_DBC3BD74,CUST822173,JFK,MSP,['DL3904_20260219_004'],False,3,SILVER,M,0.55,0.93,0,0.0,0.21
PNR9891CF38,TRIP_DC1A28A9,CUST247574,DTW,LAX,['DL3544_20260219_073'],False,5,,N,0.22,0.2,0,0.0,0.27
PNRA1370D58,TRIP_DD745E1A,CUST768124,DTW,MSP,['DL2163_20260219_083'],False,4,,E,0.88,0.22,0,0.0,0.09
PNRBE21FB46,TRIP_3BE255B0,CUST191425,JFK,MSP,['DL3904_20260219_088'],False,6,,X,0.31,0.13,0,0.0,0.24
PNR932FCB82,TRIP_420B0E80,CUST819971,SEA,DTW,['DL2548_20260219_141'],False,2,,H,0.49,0.12,0,0.0,0.09
PNR2A568B1C,TRIP_3F8934C6,CUST219980,DTW,MSP,['DL2163_20260219_083'],False,1,,N,0.82,0.12,0,0.0,0.2
PNRF0E8C2CE,TRIP_396642FC,CUST647746,MSP,MCO,"['DL4203_20260219_074', 'DL3225_20260219_102']",False,1,,Q,0.3,0.13,135.89,0.27,0.8
PNR1A259B9D,TRIP_339F5274,CUST171978,ATL,AMS,['DL5754_20260219_051'],True,6,,R,0.45,0.14,0,0.0,0.21
PNR3C0D78FF,TRIP_55289A52,CUST954481,SEA,DFW,"['DL8443_20260219_114', 'DL8515_20260219_013']",False,1,,V,0.74,0.32,0,0.14,0.88
PNRA6AC7572,TRIP_F11A41EB,CUST561170,SEA,BOS,"['DL4383_20260219_115', 'DL2656_20260219_007']",False,5,,K,0.49,0.17,1768.03,0.41,0.41
PNRCD972CC7,TRIP_0B26C7DE,CUST483727,JFK,FRA,['DL5757_20260219_027'],True,2,,Y,0.55,0.32,0,0.0,0.21
PNRE03A0815,TRIP_BF0738E9,CUST685455,JFK,BOS,['DL2106_20260219_125'],False,3,,E,0.87,0.12,0,0.0,0.3
PNR2AF43660,TRIP_FA98BD97,CUST966176,JFK,BOS,['DL2106_20260219_041'],False,4,GOLD,Q,0.52,0.96,0,0.0,0.15
PNR11175ED1,TRIP_4061AD5B,CUST468136,MSP,ATL,['DL5568_20260219_130'],False,1,,N,0.85,0.33,0,0.0,0.29
PNR7BAC426E,TRIP_A18FCAC5,CUST528626,BOS,LAX,['DL2447_20260219_070'],False,6,DIAMOND,G,0.8,0.5,0,0.0,0.26
PNRC02EC1D5,TRIP_C274D0B0,CUST770157,SLC,FRA,"['DL1900_20260219_087', 'DL6839_20260219_085']",True,1,,K,0.35,0.1,265.11,0.28,0.85
PNR5B7B6E50,TRIP_BB4B4C48,CUST252645,ATL,SEA,['DL5317_20260219_077'],False,2,,X,0.29,0.19,0,0.0,0.12
PNR5236B9D4,TRIP_984D194D,CUST674288,DTW,ATL,['DL6180_20260219_078'],False,2,PLATINUM,N,0.31,0.2,0,0.0,0.07
